return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority
RET-110596,ORD-535008,CUST-112046,SKU-TAB-1143,2025-06-11,2025-06-02,stopped working after 8 months under warranty,WARRANTY_FAILURE,WARRANTY,201.53,1,RETAIL_STORE,LOCKER,True,9,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4
RET-110597,ORD-561028,CUST-108094,SKU-GAM-1045,2025-03-28,2025-03-08,manual missing from package,MISSING_ACCESSORY,WARRANTY,703.0,1,ONLINE,LOCKER,True,20,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110598,ORD-508457,CUST-130350,SKU-SPE-1012,2025-01-20,2025-01-15,realized i don't need this item,WARRANTY_FAILURE,STANDARD_RETURN,122.73,1,RETAIL_STORE,MAIL,False,5,PENDING_INSPECTION,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-110599,ORD-567909,CUST-110641,SKU-LAP-1047,2025-04-06,2025-03-15,product overheating during charging,PRODUCT_DEFECT,STANDARD_RETURN,446.6,1,RETAIL_STORE,MAIL,False,22,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P1
RET-110600,ORD-509136,CUST-122554,SKU-CHA-1035,2025-03-13,2025-03-01,product overheating during charging,SETUP_DIFFICULTY,STANDARD_RETURN,328.39,1,MARKETPLACE,LOCKER,False,12,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110601,ORD-549651,CUST-104113,SKU-CHA-1050,2025-08-20,2025-08-12,bluetooth disconnecting every few minutes,SETUP_DIFFICULTY,STANDARD_RETURN,566.01,1,ONLINE,LOCKER,False,8,PENDING_INSPECTION,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110602,ORD-504714,CUST-105557,SKU-SMA-1019,2025-04-10,2025-03-31,camera quality is not as advertised,LISTING_MISMATCH,WARRANTY,859.84,1,RETAIL_STORE,MAIL,True,10,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110603,ORD-555186,CUST-105513,SKU-HEA-1033,2025-02-06,2025-01-28,power button got stuck,PRODUCT_DEFECT,WARRANTY,652.1,1,RETAIL_STORE,LOCKER,True,9,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-110604,ORD-502780,CUST-114363,SKU-LAP-1002,2025-04-06,2025-03-17,works perfectly on test bench,NO_FAULT_FOUND,STANDARD_RETURN,52.66,1,ONLINE,IN_STORE_DROP,False,20,PROCESSED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-110605,ORD-522932,CUST-129114,SKU-LAP-1122,2025-01-27,2025-01-21,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,1136.32,1,MARKETPLACE,MAIL,False,6,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110606,ORD-503347,CUST-112754,SKU-TVS-1007,2025-01-01,2025-01-02,confusing setup steps device won't pair,SETUP_DIFFICULTY,STANDARD_RETURN,344.4,1,MARKETPLACE,MAIL,False,17,REJECTED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110607,ORD-558040,CUST-97738,SKU-MIC-1086,2025-07-07,2025-06-29,submerged non-waterproof speaker,CUSTOMER_DAMAGE,STANDARD_RETURN,289.3,1,ONLINE,IN_STORE_DROP,False,8,APPROVED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-110608,ORD-566383,CUST-125865,SKU-HEA-1018,2025-12-10,2025-11-23,device stopped turning on after two weeks,OTHER,STANDARD_RETURN,167.14,1,MARKETPLACE,IN_STORE_DROP,False,17,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110609,ORD-526433,CUST-114330,SKU-SMA-1124,2025-11-07,2025-10-20,camera photos look grainy in low light,SHIPPING_DAMAGE,WARRANTY,53.77,1,MARKETPLACE,MAIL,True,18,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110610,ORD-573465,CUST-122849,SKU-CAM-1084,2025-05-26,2025-05-19,c4m3r4 qu4lity is not 4s 4dv3rtis3d,LISTING_MISMATCH,STANDARD_RETURN,1474.82,2,RETAIL_STORE,MAIL,False,7,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110611,ORD-551911,CUST-134475,SKU-TVS-1082,2025-05-12,2025-04-16,screen keeps flickering,LISTING_MISMATCH,STANDARD_RETURN,115.94,1,MARKETPLACE,LOCKER,False,26,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110612,ORD-514971,CUST-139621,SKU-MIC-1131,2025-02-11,2025-01-27,outer carton crushed during transit,SHIPPING_DAMAGE,STANDARD_RETURN,876.78,1,ONLINE,LOCKER,False,15,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-110613,ORD-512712,CUST-95726,SKU-SMA-1016,2025-10-29,2025-10-12,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,458.09,1,MARKETPLACE,LOCKER,False,17,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110614,ORD-518429,CUST-102696,SKU-SMA-1061,2025-04-29,2025-04-05,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,652.79,1,ONLINE,IN_STORE_DROP,False,24,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110615,ORD-575711,CUST-100670,SKU-TAB-1128,2025-03-27,2025-03-13,expected usb c cable but not included,MISSING_ACCESSORY,STANDARD_RETURN,1185.22,1,MARKETPLACE,IN_STORE_DROP,False,14,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110616,ORD-515535,CUST-135003,SKU-ROU-1029,2025-02-12,2025-02-02,expected usb c cable but not included,MISSING_ACCESSORY,WARRANTY,74.42,1,MARKETPLACE,LOCKER,True,10,PROCESSED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110617,ORD-545048,CUST-94074,SKU-TVS-1067,2025-10-01,2025-09-02,glass back panel shattered in delivery,SHIPPING_DAMAGE,STANDARD_RETURN,213.83,1,ONLINE,IN_STORE_DROP,False,29,APPROVED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-110618,ORD-511145,CUST-97212,SKU-MIC-1131,2025-04-27,2025-04-05,internal plastic tray smashed,PACKAGING_ISSUE,STANDARD_RETURN,876.78,1,MARKETPLACE,IN_STORE_DROP,False,22,APPROVED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-110619,ORD-567335,CUST-127251,SKU-SPE-1027,2025-02-23,2025-02-15,outer carton crushed during transit,SHIPPING_DAMAGE,WARRANTY,210.09,1,RETAIL_STORE,IN_STORE_DROP,True,8,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-110620,ORD-561394,CUST-111948,SKU-GAM-1045,2025-12-12,2025-11-25,colour received is red not blue as listed,LISTING_MISMATCH,WARRANTY,703.0,1,ONLINE,LOCKER,True,17,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110621,ORD-513131,CUST-109071,SKU-CHA-1020,2025-05-16,2025-05-08,dropped phone on tile floor screen cracked,CUSTOMER_DAMAGE,WARRANTY,181.74,2,ONLINE,LOCKER,True,8,REJECTED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-110622,ORD-522623,CUST-104580,SKU-CAM-1114,2025-10-22,2025-10-10,not working,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,769.39,1,MARKETPLACE,IN_STORE_DROP,False,12,REJECTED,OTHER,UNKNOWN,YES,Customer,LOW,P4
RET-110623,ORD-518695,CUST-139661,SKU-CAM-1129,2025-03-24,2025-02-25,customer accidentally ordered wrong model,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,221.48,1,ONLINE,IN_STORE_DROP,False,27,REJECTED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-110624,ORD-519288,CUST-120948,SKU-POW-1096,2025-06-07,2025-05-15,received wrong model version,PRODUCT_DEFECT,WARRANTY,49.21,1,ONLINE,MAIL,True,23,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110625,ORD-559718,CUST-110688,SKU-POW-1036,2025-04-19,2025-03-31,screen keeps flickering,PRODUCT_DEFECT,STANDARD_RETURN,256.26,1,ONLINE,IN_STORE_DROP,False,19,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110626,ORD-550133,CUST-129895,SKU-GAM-1120,2025-12-14,2025-11-27,bluetooth disconnecting every few minutes,SETUP_DIFFICULTY,STANDARD_RETURN,989.56,1,ONLINE,MAIL,False,17,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110627,ORD-547312,CUST-122846,SKU-HEA-1108,2025-12-22,2025-12-15,blu3tooth disconn3cting 3v3ry f3w minut3s,PRODUCT_DEFECT,WARRANTY,525.36,1,MARKETPLACE,MAIL,True,7,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110628,ORD-504164,CUST-135534,SKU-SPE-1147,2025-01-01,2025-03-18,battery life shorter than i hoped,PERFORMANCE_EXPECTATION,STANDARD_RETURN,357.99,1,ONLINE,MAIL,False,18,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110629,ORD-516737,CUST-138867,SKU-SMA-1121,2025-06-09,2025-05-31,colour received is red not blue as listed,PERFORMANCE_EXPECTATION,STANDARD_RETURN,1099.58,1,ONLINE,IN_STORE_DROP,False,9,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110630,ORD-565409,CUST-95231,SKU-SPE-1072,2025-09-07,2025-08-15,mounting screws missing,MISSING_ACCESSORY,STANDARD_RETURN,396.93,1,ONLINE,MAIL,False,23,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110631,ORD-519323,CUST-108512,SKU-SMA-1139,2025-03-08,2025-02-28,keyboard won't pair with mac os,COMPATIBILITY_ISSUE,STANDARD_RETURN,198.36,1,MARKETPLACE,IN_STORE_DROP,False,8,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110632,ORD-576862,CUST-108594,SKU-MIC-1086,2025-01-06,2024-12-11,battery draining very fast,PRODUCT_DEFECT,STANDARD_RETURN,289.3,1,MARKETPLACE,LOCKER,False,26,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110633,ORD-511159,CUST-97757,SKU-POW-1126,2026-01-01,2025-12-13,camera photos look grainy in low light,PERFORMANCE_EXPECTATION,STANDARD_RETURN,74.94,1,MARKETPLACE,IN_STORE_DROP,False,19,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110634,ORD-562194,CUST-102335,SKU-ROU-1089,2025-01-10,2024-12-28,charger missing from box,MISSING_ACCESSORY,STANDARD_RETURN,608.06,1,RETAIL_STORE,LOCKER,False,13,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110635,ORD-542173,CUST-131687,SKU-GAM-1060,2025-08-05,2025-07-14,not comp4tibl3 with iphon3,PERFORMANCE_EXPECTATION,STANDARD_RETURN,1030.23,1,ONLINE,IN_STORE_DROP,False,22,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110636,ORD-523666,CUST-101602,SKU-HEA-1138,2025-01-17,2024-12-25,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,501.81,1,RETAIL_STORE,LOCKER,False,23,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110637,ORD-527333,CUST-98222,SKU-MIC-1131,2025-03-08,2025-02-09,bluetooth disconnecting every few minutes,SETUP_DIFFICULTY,STANDARD_RETURN,876.78,1,ONLINE,IN_STORE_DROP,False,27,PENDING_INSPECTION,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110638,ORD-546834,CUST-114582,SKU-TAB-1128,2025-06-11,2025-05-24,not compatible with iphone,CUSTOMER_ORDER_ERROR,WARRANTY,1185.22,1,MARKETPLACE,LOCKER,True,18,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110639,ORD-533924,CUST-112956,SKU-SPE-1087,2025-07-16,2025-06-18,expected usb c but received micro usb,WARRANTY_FAILURE,STANDARD_RETURN,518.79,1,ONLINE,LOCKER,False,28,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110640,ORD-523084,CUST-107277,SKU-SPE-1087,2025-11-14,2025-10-30,product does not match description,SHIPPING_DAMAGE,STANDARD_RETURN,518.79,1,RETAIL_STORE,IN_STORE_DROP,False,15,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110641,ORD-536851,CUST-117937,SKU-POW-1111,2025-05-11,2025-04-25,expected usb c but received micro usb,CUSTOMER_DAMAGE,STANDARD_RETURN,1135.1,1,RETAIL_STORE,IN_STORE_DROP,False,16,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110642,ORD-519490,CUST-127216,SKU-TAB-1008,2025-11-19,2025-11-16,camera photos look grainy in low light,PERFORMANCE_EXPECTATION,STANDARD_RETURN,647.96,1,MARKETPLACE,LOCKER,False,3,PENDING_INSPECTION,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110643,ORD-504884,CUST-121489,SKU-ROU-1119,2025-10-23,2025-10-18,power adapter absent from sealed box,MISSING_ACCESSORY,STANDARD_RETURN,122.01,1,RETAIL_STORE,LOCKER,False,5,REJECTED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110644,ORD-569965,CUST-114153,SKU-POW-1036,2025-02-25,2025-02-10,device stopped turning on after two weeks,PRODUCT_DEFECT,STANDARD_RETURN,256.26,1,RETAIL_STORE,IN_STORE_DROP,False,15,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110645,ORD-553354,CUST-105322,SKU-GAM-1120,2025-01-30,2025-01-05,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,989.56,1,RETAIL_STORE,IN_STORE_DROP,False,25,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110646,ORD-570829,CUST-119330,SKU-GAM-1150,2025-04-29,2025-04-01,mounting screws missing,MISSING_ACCESSORY,STANDARD_RETURN,39.72,1,RETAIL_STORE,MAIL,False,28,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110647,ORD-559946,CUST-117467,SKU-TAB-1038,2025-01-07,2024-12-22,battery life shorter than i hoped,PERFORMANCE_EXPECTATION,STANDARD_RETURN,679.67,1,RETAIL_STORE,MAIL,False,16,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110648,ORD-537699,CUST-103465,SKU-ROU-1149,2025-04-15,2025-03-29,ch4rging port loos3 4ft3r h4lf y34r,WARRANTY_FAILURE,WARRANTY,1106.58,1,RETAIL_STORE,IN_STORE_DROP,True,17,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1
RET-110649,ORD-535344,CUST-106344,SKU-HEA-1033,2025-05-09,2025-05-01,box damaged but product works,NO_FAULT_FOUND,STANDARD_RETURN,652.1,1,RETAIL_STORE,LOCKER,False,8,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-110650,ORD-501497,CUST-95733,SKU-POW-1036,2025-04-22,2025-04-13,product overheating during charging,PRODUCT_DEFECT,STANDARD_RETURN,256.26,1,RETAIL_STORE,LOCKER,False,9,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110651,ORD-552724,CUST-103015,SKU-TAB-1038,2025-12-23,2025-12-04,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,WARRANTY,679.67,1,MARKETPLACE,MAIL,True,19,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110652,ORD-519957,CUST-118108,SKU-SMA-1004,2025-09-27,2025-09-09,bent charging pin by forcing cable,CUSTOMER_DAMAGE,WARRANTY,1149.3,1,MARKETPLACE,IN_STORE_DROP,True,18,REJECTED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-110653,ORD-523779,CUST-118163,SKU-SMA-1106,2025-11-18,2025-11-07,left earbud stopped working,PRODUCT_DEFECT,STANDARD_RETURN,1048.77,1,RETAIL_STORE,LOCKER,False,11,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-110654,ORD-525932,CUST-116761,SKU-TAB-1053,2025-05-22,2025-05-13,mounting screws missing,MISSING_ACCESSORY,STANDARD_RETURN,488.59,1,MARKETPLACE,IN_STORE_DROP,False,9,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-110655,ORD-553527,CUST-101411,SKU-HEA-1093,2025-10-24,2025-10-10,device stopped turning on after two weeks,PRODUCT_DEFECT,STANDARD_RETURN,356.54,1,RETAIL_STORE,LOCKER,False,14,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110656,ORD-519074,CUST-130000,SKU-KEY-1025,2025-06-16,2025-06-07,not compatible with iphone,COMPATIBILITY_ISSUE,STANDARD_RETURN,345.08,1,RETAIL_STORE,MAIL,False,9,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110657,ORD-520921,CUST-129690,SKU-LAP-1137,2025-11-24,2025-11-13,sound quality not as good as expected,PERFORMANCE_EXPECTATION,STANDARD_RETURN,897.34,1,MARKETPLACE,IN_STORE_DROP,False,11,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110658,ORD-504514,CUST-126889,SKU-CAM-1024,2025-10-06,2025-09-25,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,963.7,1,ONLINE,LOCKER,False,11,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110659,ORD-546700,CUST-125263,SKU-TVS-1112,2025-11-21,2025-11-18,cannot get software setup to complete,SETUP_DIFFICULTY,WARRANTY,141.38,1,ONLINE,IN_STORE_DROP,True,3,REJECTED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110660,ORD-559098,CUST-118078,SKU-MIC-1011,2025-08-14,2025-07-20,custom3r 4ccid3nt4lly ord3r3d wrong mod3l,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,900.21,1,ONLINE,MAIL,False,25,APPROVED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-110661,ORD-568291,CUST-132190,SKU-LAP-1017,2025-09-23,2025-09-19,confusing setup steps device won't pair,SETUP_DIFFICULTY,STANDARD_RETURN,298.75,1,RETAIL_STORE,IN_STORE_DROP,False,4,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110662,ORD-523993,CUST-110018,SKU-CHA-1095,2025-02-02,2025-01-06,battery draining very fast,CUSTOMER_DAMAGE,STANDARD_RETURN,756.11,1,MARKETPLACE,LOCKER,False,27,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-110663,ORD-563601,CUST-110836,SKU-HEA-1093,2025-07-20,2025-06-24,product overheating during charging,PRODUCT_DEFECT,STANDARD_RETURN,356.54,1,RETAIL_STORE,MAIL,False,26,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110664,ORD-502356,CUST-97836,SKU-MIC-1071,2025-01-05,2024-12-31,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,531.05,1,MARKETPLACE,IN_STORE_DROP,False,5,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110665,ORD-562930,CUST-134343,SKU-HEA-1108,2025-11-29,2025-11-19,battery draining very fast,PRODUCT_DEFECT,STANDARD_RETURN,525.36,1,MARKETPLACE,IN_STORE_DROP,False,10,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-110666,ORD-523125,CUST-96426,SKU-LAP-1032,2025-11-10,2025-10-17,sound quality not as good as expected,PERFORMANCE_EXPECTATION,STANDARD_RETURN,170.09,1,RETAIL_STORE,IN_STORE_DROP,False,24,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110667,ORD-571394,CUST-96145,SKU-SMA-1076,2025-08-18,2025-07-20,product does not match description,LISTING_MISMATCH,STANDARD_RETURN,363.67,1,RETAIL_STORE,LOCKER,False,29,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110668,ORD-546134,CUST-107488,SKU-TVS-1127,2025-06-26,2025-06-17,confusing setup steps device won't pair,SETUP_DIFFICULTY,WARRANTY,978.47,1,ONLINE,IN_STORE_DROP,True,9,PENDING_INSPECTION,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110669,ORD-554635,CUST-136923,SKU-MIC-1071,2025-05-23,2025-05-01,no issue found works as expected,NO_FAULT_FOUND,WARRANTY,531.05,1,RETAIL_STORE,LOCKER,True,22,PROCESSED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-110670,ORD-518875,CUST-118408,SKU-TAB-1023,2025-02-12,2025-01-26,spilled coffee on keyboard,SETUP_DIFFICULTY,STANDARD_RETURN,434.84,1,MARKETPLACE,MAIL,False,17,PENDING_INSPECTION,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-110671,ORD-537555,CUST-124007,SKU-CAM-1054,2025-12-27,2025-12-24,charging port loose after half year,WARRANTY_FAILURE,WARRANTY,1102.2,1,MARKETPLACE,LOCKER,True,3,PROCESSED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1
RET-110672,ORD-552357,CUST-97337,SKU-SMA-1121,2025-09-15,2025-09-02,confusing setup steps device won't pair,SETUP_DIFFICULTY,STANDARD_RETURN,1099.58,1,ONLINE,MAIL,False,13,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110673,ORD-543552,CUST-118112,SKU-SPE-1072,2025-02-15,2025-02-05,charging port loose after half year,WARRANTY_FAILURE,WARRANTY,396.93,1,RETAIL_STORE,MAIL,True,10,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4
RET-110674,ORD-530351,CUST-115775,SKU-HEA-1078,2025-04-02,2025-03-05,received wrong model version,OTHER,WARRANTY,241.98,1,MARKETPLACE,IN_STORE_DROP,True,28,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-110675,ORD-575620,CUST-115344,SKU-ROU-1119,2025-04-07,2025-03-24,stopped working after 8 months under warranty,WARRANTY_FAILURE,WARRANTY,244.02,2,MARKETPLACE,MAIL,True,14,PENDING_INSPECTION,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4
RET-110676,ORD-506841,CUST-126310,SKU-KEY-1145,2025-09-14,2025-08-20,manual didn't explain installation,SETUP_DIFFICULTY,STANDARD_RETURN,424.03,1,RETAIL_STORE,MAIL,False,25,PENDING_INSPECTION,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-110677,ORD-539671,CUST-121106,SKU-MIC-1101,2025-01-18,2025-01-11,keyboard won't pair with mac os,COMPATIBILITY_ISSUE,STANDARD_RETURN,554.58,1,MARKETPLACE,IN_STORE_DROP,False,7,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110678,ORD-509736,CUST-116963,SKU-SMA-1124,2025-12-07,2025-11-22,screen keeps flickering,PRODUCT_DEFECT,STANDARD_RETURN,53.77,1,MARKETPLACE,MAIL,False,15,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110679,ORD-517756,CUST-93949,SKU-MIC-1131,2025-12-12,2025-11-21,just return it,OTHER,STANDARD_RETURN,876.78,1,MARKETPLACE,IN_STORE_DROP,False,21,APPROVED,OTHER,UNKNOWN,YES,Customer,LOW,P4
RET-110680,ORD-573114,CUST-96454,SKU-TVS-1052,2025-02-07,2025-01-11,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,305.14,1,RETAIL_STORE,IN_STORE_DROP,False,27,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110681,ORD-541307,CUST-136615,SKU-CAB-1148,2025-10-12,2025-10-10,motherboard short circuited,PRODUCT_DEFECT,STANDARD_RETURN,607.81,1,ONLINE,IN_STORE_DROP,False,2,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-110682,ORD-578766,CUST-118841,SKU-CHA-1095,2025-11-03,2025-10-29,not compatible with iphone,COMPATIBILITY_ISSUE,WARRANTY,756.11,1,ONLINE,LOCKER,True,5,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-110683,ORD-534920,CUST-101757,SKU-KEY-1115,2025-05-06,2025-05-03,battery draining very fast,LISTING_MISMATCH,STANDARD_RETURN,381.09,1,MARKETPLACE,IN_STORE_DROP,False,3,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-110684,ORD-508796,CUST-111157,SKU-LAP-1137,2025-06-04,2025-05-07,speaker produces loud static noise,CUSTOMER_ORDER_ERROR,WARRANTY,897.34,1,RETAIL_STORE,LOCKER,True,28,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-110685,ORD-549962,CUST-131076,SKU-CAB-1058,2025-05-18,2025-04-27,sound quality not as good as expected,PERFORMANCE_EXPECTATION,WARRANTY,178.97,1,ONLINE,LOCKER,True,21,PENDING_INSPECTION,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-110686,ORD-538994,CUST-124024,SKU-POW-1111,2025-05-31,2025-05-29,camera photos look grainy in low light,PERFORMANCE_EXPECTATION,STANDARD_RETURN,1135.1,1,MARKETPLACE,LOCKER,False,2,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
