return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority,product_name,brand,product_category,subcategory,model,price,warranty_months,launch_date,weight,colour,battery_capacity,connector_type,operating_system,compatibility,supplier_id,packaging_type,listing_title,listing_description,listed_compatibility,listed_accessories,listed_dimensions,listed_colour,listing_last_updated,content_quality_score,compatibility_information_present,installation_guide_present,image_accuracy_score,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome,date,scenario,returns_received,staff_available,normal_staff_capacity,processing_capacity,average_processing_minutes,backlog_size,carrier_delay_hours,urgent_demand_index,inspection_capacity,system_status
RET-109179,ORD-500521,CUST-133220,SKU-SPE-1087,2025-03-22,2025-03-18,router does not support mesh network,COMPATIBILITY_ISSUE,WARRANTY,518.79,1,ONLINE,LOCKER,True,4,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,PixelCraft Speaker 187,PixelCraft,Speakers,Speakers Standard,MOD-2087,518.79,12,2023-11-28,4.15,Midnight Black,4000,Micro-USB,,Specific,SUP-100,Blister Pack,PixelCraft Speaker 187 - High Performance,Official PixelCraft Speakers with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",24x6x5 cm,Midnight Black,2024-01-11,0.86,True,True,0.93,True,False,False,True,False,0,True,False,True,3,Customer initiated return for COMPATIBILITY_ISSUE,2025-03-25,INSP-14,False,PASSED,False,False,False,96,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-03-22,URGENT_DEMAND,129.0,32.0,30.0,70.0,24.0,111.0,5.3,1.0,70.0,HEALTHY
RET-108009,ORD-523830,CUST-90035,SKU-MIC-1101,2025-09-27,2025-09-04,box damaged but product works,SHIPPING_DAMAGE,STANDARD_RETURN,554.58,1,ONLINE,LOCKER,False,23,APPROVED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,UltraLink Mice 201,UltraLink,Mice,Mice Standard,MOD-2101,554.58,24,2024-03-21,4.91,Silver,0,Lightning,,Specific,SUP-109,Eco Carton,UltraLink Mice 201 - High Performance,Official UltraLink Mice with Lightning support.,iOS and Android,"Charger, User Manual, Cable",24x6x5 cm,Silver,2024-04-26,0.83,True,True,0.87,True,True,True,True,False,2,False,True,False,4,Customer initiated return for SHIPPING_DAMAGE,2025-09-30,INSP-19,True,PASSED,False,True,False,90,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-09-27,NORMAL,54.0,28.0,30.0,60.0,13.0,12.0,2.0,1.0,60.0,HEALTHY
RET-111585,ORD-558512,CUST-139362,SKU-LAP-1137,2025-09-10,2025-08-25,tested fine customer didn't like color,CUSTOMER_DAMAGE,STANDARD_RETURN,897.34,1,RETAIL_STORE,LOCKER,False,16,PENDING_INSPECTION,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4,SonicWave Laptop 237,SonicWave,Laptops,Laptops Standard,MOD-2137,897.34,24,2024-02-20,0.39,White,4000,HDMI,,Specific,SUP-108,Pouch,SonicWave Laptop 237 - High Performance,Official SonicWave Laptops with HDMI support.,iOS and Android,"Charger, User Manual, Cable",29x14x5 cm,White,2024-01-07,0.91,True,True,1.0,True,True,False,True,False,0,True,False,True,1,Customer initiated return for NO_FAULT_FOUND,2025-09-13,INSP-15,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-09-10,NORMAL,44.0,29.0,30.0,60.0,18.0,19.0,1.5,1.0,60.0,HEALTHY
RET-109981,ORD-506842,CUST-99416,SKU-TAB-1143,2025-06-27,2025-06-13,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,201.53,1,MARKETPLACE,LOCKER,False,14,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,OmniGear Tablet 243,OmniGear,Tablets,Tablets Standard,MOD-2143,201.53,24,2024-01-05,0.86,White,2000,USB-C,iOS,Universal,SUP-100,Box,OmniGear Tablet 243 - High Performance,Official OmniGear Tablets with USB-C support.,See Description,"Charger, User Manual, Cable",14x9x3 cm,White,2024-03-24,1.0,False,True,0.99,True,True,True,False,False,2,True,True,False,3,Customer initiated return for PRODUCT_DEFECT,2025-06-28,INSP-17,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-06-27,NORMAL,34.0,26.0,30.0,60.0,16.0,18.0,1.3,1.0,60.0,HEALTHY
RET-106853,ORD-525881,CUST-134813,SKU-MIC-1146,2025-05-28,2025-05-07,internal plastic tray smashed,PACKAGING_ISSUE,STANDARD_RETURN,276.31,1,MARKETPLACE,LOCKER,False,21,PENDING_INSPECTION,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4,AeroTech Mice 246,AeroTech,Mice,Mice Standard,MOD-2146,276.31,6,2023-01-04,1.58,Silver,0,Lightning,,Specific,SUP-112,Blister Pack,AeroTech Mice 246 - High Performance,Official AeroTech Mice with Lightning support.,iOS and Android,"Charger, User Manual, Cable",20x7x5 cm,Silver,2024-04-27,0.94,True,False,0.85,True,False,True,True,True,2,True,False,True,1,Customer initiated return for PACKAGING_ISSUE,2025-05-31,INSP-15,False,PASSED,False,True,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-05-28,NORMAL,30.0,25.0,30.0,60.0,13.0,5.0,2.0,1.0,60.0,HEALTHY
RET-104032,ORD-522701,CUST-132229,SKU-KEY-1025,2025-08-23,2025-08-12,not compatible with iphone,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,345.08,1,RETAIL_STORE,LOCKER,False,11,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,VoltMax Keyboard 125,VoltMax,Keyboards,Keyboards Standard,MOD-2025,345.08,12,2024-03-23,2.27,White,0,USB-C,,Universal,SUP-101,Box,VoltMax Keyboard 125 - High Performance,Official VoltMax Keyboards with Micro USB support.,iOS and Android,"Charger, User Manual, Cable",25x12x2 cm,White,2024-04-12,0.59,True,True,0.45,True,False,False,False,False,0,True,False,True,7,Customer initiated return for COMPATIBILITY_ISSUE,2025-08-26,INSP-18,False,PASSED,False,False,False,88,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-08-23,NORMAL,40.0,29.0,30.0,60.0,16.0,7.0,1.8,1.0,60.0,HEALTHY
RET-107628,ORD-531117,CUST-138196,SKU-TVS-1142,2025-05-30,2025-05-24,spilled coffee on keyboard,CUSTOMER_DAMAGE,WARRANTY,183.12,1,MARKETPLACE,LOCKER,True,6,APPROVED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4,SonicWave TV 242,SonicWave,TVs,TVs Standard,MOD-2142,183.12,6,2023-02-16,2.7,Ocean Blue,0,3.5mm Jack,,Specific,SUP-106,Eco Carton,SonicWave TV 242 - High Performance,Official SonicWave TVs with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",25x13x3 cm,Ocean Blue,2024-01-12,0.82,True,True,0.95,True,False,False,True,False,0,True,False,True,7,Customer initiated return for CUSTOMER_DAMAGE,2025-06-01,INSP-15,True,PASSED,False,False,True,92,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage,2025-05-30,NORMAL,59.0,27.0,30.0,60.0,13.0,18.0,1.5,1.0,60.0,HEALTHY
RET-102840,ORD-515074,CUST-116398,SKU-GAM-1150,2025-07-29,2025-07-01,not compatible with iphone,COMPATIBILITY_ISSUE,STANDARD_RETURN,39.72,1,MARKETPLACE,IN_STORE_DROP,False,28,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,UltraLink Gaming Accessorie 250,UltraLink,Gaming Accessories,Gaming Accessories Standard,MOD-2150,39.72,24,2023-03-29,2.35,Space Gray,0,HDMI,,Specific,SUP-101,Eco Carton,UltraLink Gaming Accessorie 250 - High Performance,Official UltraLink Gaming Accessories with HDMI support.,iOS and Android,"Charger, User Manual, Cable",30x12x4 cm,Space Gray,2024-05-24,0.83,True,True,0.86,True,False,True,False,False,0,True,False,True,10,Customer initiated return for COMPATIBILITY_ISSUE,2025-08-01,INSP-12,False,PASSED,False,False,False,91,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-07-29,NORMAL,54.0,26.0,30.0,60.0,18.0,5.0,0.9,1.0,60.0,HEALTHY
RET-106800,ORD-527362,CUST-139274,SKU-CAB-1103,2025-03-29,2025-03-12,motherboard short circuited,PRODUCT_DEFECT,STANDARD_RETURN,1158.32,1,RETAIL_STORE,IN_STORE_DROP,False,17,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,Zenith Cable 203,Zenith,Cables,Cables Standard,MOD-2103,1158.32,12,2023-09-15,1.73,Midnight Black,0,HDMI,,Specific,SUP-113,Eco Carton,Zenith Cable 203 - High Performance,Official Zenith Cables with HDMI support.,iOS and Android,"Charger, User Manual, Cable",22x10x4 cm,Midnight Black,2024-05-18,0.93,True,True,0.98,True,False,False,True,False,2,False,True,False,5,Customer initiated return for PRODUCT_DEFECT,2025-03-30,INSP-15,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-03-29,NORMAL,58.0,25.0,30.0,60.0,18.0,18.0,0.8,1.0,60.0,HEALTHY
RET-111557,ORD-545828,CUST-111113,SKU-ROU-1014,2025-09-26,2025-08-28,motherboard short circuited,PRODUCT_DEFECT,STANDARD_RETURN,1851.58,2,ONLINE,MAIL,False,29,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,NexusCore Router 114,NexusCore,Routers,Routers Standard,MOD-2014,925.79,24,2023-02-27,2.23,Ocean Blue,0,Micro-USB,,Specific,SUP-100,Pouch,NexusCore Router 114 - High Performance,Official NexusCore Routers with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",18x13x2 cm,Ocean Blue,2024-05-09,0.87,True,False,0.85,True,False,False,False,True,0,True,True,False,2,Customer initiated return for PRODUCT_DEFECT,2025-09-27,INSP-19,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-09-26,NORMAL,30.0,27.0,30.0,60.0,14.0,10.0,1.9,1.0,60.0,HEALTHY
RET-101907,ORD-548221,CUST-96037,SKU-TVS-1007,2025-01-19,2025-01-17,screen brightness too low for outdoor use,PERFORMANCE_EXPECTATION,STANDARD_RETURN,344.4,1,MARKETPLACE,IN_STORE_DROP,False,2,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,UltraLink TV 107,UltraLink,TVs,TVs Standard,MOD-2007,344.4,24,2023-03-25,1.84,Space Gray,0,Micro-USB,,Specific,SUP-111,Box,UltraLink TV 107 - High Performance,Official UltraLink TVs with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",30x6x5 cm,Space Gray,2024-06-11,0.97,True,True,0.95,True,True,False,False,True,1,False,False,True,0,Customer initiated return for PERFORMANCE_EXPECTATION,2025-01-22,INSP-12,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-01-19,NORMAL,48.0,28.0,30.0,60.0,14.0,12.0,2.0,1.0,60.0,HEALTHY
RET-104147,ORD-507933,CUST-96907,SKU-TAB-1068,2025-02-27,2025-02-21,received wrong model version,LISTING_MISMATCH,WARRANTY,697.32,1,ONLINE,IN_STORE_DROP,True,6,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,NexusCore Tablet 168,NexusCore,Tablets,Tablets Standard,MOD-2068,697.32,36,2023-07-23,3.0,Silver,4000,USB-C,Android,Universal,SUP-101,Pouch,NexusCore Tablet 168 - High Performance,Official NexusCore Tablets with USB-C support.,See Description,"Charger, User Manual, Cable",23x12x1 cm,Silver,2024-04-20,0.93,False,True,0.85,True,True,False,True,False,1,False,False,True,2,Customer initiated return for LISTING_MISMATCH,2025-03-02,INSP-20,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-02-27,CAPACITY_LOSS,63.0,16.0,30.0,35.0,29.0,57.0,1.8,1.0,35.0,DEGRADED
RET-109893,ORD-554313,CUST-104357,SKU-POW-1021,2025-12-13,2025-11-14,screen arrived cracked,SHIPPING_DAMAGE,WARRANTY,286.3,1,ONLINE,IN_STORE_DROP,True,29,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,AeroTech Power Bank 121,AeroTech,Power Banks,Power Banks Standard,MOD-2021,286.3,6,2024-03-16,2.62,Space Gray,5000,USB-C,,Universal,SUP-110,Eco Carton,AeroTech Power Bank 121 - High Performance,Official AeroTech Power Banks with USB-C support.,iOS and Android,"Charger, User Manual, Cable",28x14x4 cm,Space Gray,2024-03-03,0.93,True,False,0.99,True,False,True,False,False,2,False,True,False,4,Customer initiated return for SHIPPING_DAMAGE,2025-12-14,INSP-13,True,PASSED,False,True,False,85,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-12-13,NORMAL,47.0,27.0,30.0,60.0,12.0,17.0,1.3,1.0,60.0,HEALTHY
RET-111923,ORD-562968,CUST-98764,SKU-SMA-1064,2025-07-18,2025-06-21,manual missing from package,MISSING_ACCESSORY,STANDARD_RETURN,344.73,1,MARKETPLACE,MAIL,False,27,PROCESSED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,UltraLink Smartwatche 164,UltraLink,Smartwatches,Smartwatches Standard,MOD-2064,344.73,36,2023-05-10,0.19,White,2000,Bluetooth,,iOS/Android,SUP-100,Pouch,UltraLink Smartwatche 164 - High Performance,Official UltraLink Smartwatches with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",14x12x1 cm,White,2024-05-24,0.58,True,False,0.45,True,True,True,True,False,2,False,True,True,3,Customer initiated return for MISSING_ACCESSORY,2025-07-20,INSP-19,False,PASSED,True,False,False,94,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-07-18,NORMAL,44.0,30.0,30.0,60.0,14.0,18.0,0.7,1.0,60.0,HEALTHY
RET-104684,ORD-522507,CUST-101662,SKU-MIC-1026,2025-04-03,2025-03-04,outer carton crushed during transit,WARRANTY_FAILURE,WARRANTY,1163.26,1,MARKETPLACE,LOCKER,True,30,APPROVED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,AeroTech Mice 126,AeroTech,Mice,Mice Standard,MOD-2026,1163.26,12,2023-03-27,2.48,Silver,0,Bluetooth,,iOS/Android,SUP-113,Eco Carton,AeroTech Mice 126 - High Performance,Official AeroTech Mice with Bluetooth support.,See Description,"Charger, User Manual, Cable",24x9x4 cm,Silver,2024-06-27,0.83,False,True,0.99,True,False,True,False,True,0,False,True,False,10,Customer initiated return for SHIPPING_DAMAGE,2025-04-06,INSP-12,True,PASSED,False,True,False,89,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-04-03,DELIVERY_DELAY,76.0,30.0,30.0,60.0,19.0,44.0,40.0,1.0,60.0,DEGRADED
RET-101524,ORD-553590,CUST-115235,SKU-KEY-1040,2025-07-10,2025-06-24,left earbud stopped working,PRODUCT_DEFECT,STANDARD_RETURN,823.25,1,MARKETPLACE,IN_STORE_DROP,False,16,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,PixelCraft Keyboard 140,PixelCraft,Keyboards,Keyboards Standard,MOD-2040,823.25,6,2023-07-01,4.43,Ocean Blue,0,HDMI,,Specific,SUP-109,Blister Pack,PixelCraft Keyboard 140 - High Performance,Official PixelCraft Keyboards with HDMI support.,iOS and Android,"Charger, User Manual, Cable",20x11x2 cm,Ocean Blue,2024-03-09,0.96,True,False,0.96,True,False,False,False,False,2,False,True,False,9,Customer initiated return for PRODUCT_DEFECT,2025-07-11,INSP-18,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-07-10,NORMAL,47.0,27.0,30.0,60.0,16.0,13.0,1.7,1.0,60.0,HEALTHY
RET-101440,ORD-513662,CUST-139932,SKU-SPE-1027,2025-02-28,2025-02-16,camera quality is not as advertised,LISTING_MISMATCH,STANDARD_RETURN,210.09,1,ONLINE,LOCKER,False,12,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,AeroTech Speaker 127,AeroTech,Speakers,Speakers Standard,MOD-2027,210.09,6,2023-07-19,1.5,White,5000,Bluetooth,,iOS/Android,SUP-110,Eco Carton,AeroTech Speaker 127 - High Performance,Official AeroTech Speakers with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",19x8x1 cm,White,2024-05-28,1.0,True,True,0.87,True,True,False,True,True,2,False,False,True,3,Customer initiated return for LISTING_MISMATCH,2025-03-01,INSP-15,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-02-28,NORMAL,40.0,26.0,30.0,60.0,17.0,13.0,1.3,1.0,60.0,HEALTHY
RET-100857,ORD-520285,CUST-98262,SKU-ROU-1104,2025-01-01,2025-01-05,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,638.25,1,MARKETPLACE,LOCKER,False,2,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,SonicWave Router 204,SonicWave,Routers,Routers Standard,MOD-2104,638.25,36,2023-01-08,0.81,Silver,0,3.5mm Jack,,Specific,SUP-101,Eco Carton,SonicWave Router 204 - High Performance,Official SonicWave Routers with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",12x11x1 cm,Silver,2024-06-11,0.37,True,True,0.47,True,False,True,True,True,2,True,True,False,1,Customer initiated return for PRODUCT_DEFECT,2025-01-09,INSP-12,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-100128,ORD-522660,CUST-100956,SKU-KEY-1055,2025-01-01,2025-04-04,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,1140.8,1,ONLINE,IN_STORE_DROP,False,6,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,OmniGear Keyboard 155,OmniGear,Keyboards,Keyboards Standard,MOD-2055,1140.8,36,2023-11-10,4.47,Ocean Blue,0,3.5mm Jack,,Specific,SUP-113,Reinforced Case,OmniGear Keyboard 155 - High Performance,Official OmniGear Keyboards with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",30x9x5 cm,Ocean Blue,2024-05-04,0.83,True,True,0.96,True,False,False,False,True,0,True,True,False,9,Customer initiated return for PRODUCT_DEFECT,2025-04-11,INSP-17,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-109689,ORD-575812,CUST-92433,SKU-SMA-1076,2025-03-22,2025-03-06,outer carton crushed during transit,SHIPPING_DAMAGE,STANDARD_RETURN,363.67,1,ONLINE,LOCKER,False,16,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,SonicWave Smartphone 176,SonicWave,Smartphones,Smartphones Standard,MOD-2076,363.67,36,2023-12-21,2.81,Space Gray,5000,Bluetooth,iOS,iOS/Android,SUP-106,Reinforced Case,SonicWave Smartphone 176 - High Performance,Official SonicWave Smartphones with Bluetooth support.,See Description,"Charger, User Manual, Cable",15x8x2 cm,Space Gray,2024-05-03,0.39,False,True,0.69,True,True,False,False,True,1,True,True,False,6,Customer initiated return for SHIPPING_DAMAGE,2025-03-24,INSP-14,True,PASSED,False,True,False,89,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-03-22,URGENT_DEMAND,129.0,32.0,30.0,70.0,24.0,111.0,5.3,1.0,70.0,HEALTHY
RET-103373,ORD-550374,CUST-115351,SKU-MIC-1131,2025-02-12,2025-01-20,power adapter absent from sealed box,MISSING_ACCESSORY,STANDARD_RETURN,876.78,1,MARKETPLACE,MAIL,False,23,PENDING_INSPECTION,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3,AeroTech Mice 231,AeroTech,Mice,Mice Standard,MOD-2131,876.78,24,2023-08-23,4.82,Midnight Black,0,3.5mm Jack,,Specific,SUP-107,Eco Carton,AeroTech Mice 231 - High Performance,Official AeroTech Mice with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",30x15x5 cm,Midnight Black,2024-02-25,0.9,True,True,0.87,True,True,False,True,True,1,False,True,True,3,Customer initiated return for MISSING_ACCESSORY,2025-02-13,INSP-19,False,PASSED,True,False,False,96,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory,2025-02-12,NORMAL,32.0,26.0,30.0,60.0,13.0,18.0,1.2,1.0,60.0,HEALTHY
RET-107424,ORD-551807,CUST-124297,SKU-KEY-1055,2025-04-23,2025-03-24,dented casing upon opening package,NO_FAULT_FOUND,STANDARD_RETURN,1140.8,1,RETAIL_STORE,LOCKER,False,30,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,OmniGear Keyboard 155,OmniGear,Keyboards,Keyboards Standard,MOD-2055,1140.8,36,2023-11-10,4.47,Ocean Blue,0,3.5mm Jack,,Specific,SUP-113,Reinforced Case,OmniGear Keyboard 155 - High Performance,Official OmniGear Keyboards with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",30x9x5 cm,Ocean Blue,2024-05-04,0.83,True,True,0.96,True,True,True,False,True,2,False,True,False,10,Customer initiated return for SHIPPING_DAMAGE,2025-04-25,INSP-19,True,PASSED,False,True,False,97,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-04-23,NORMAL,50.0,26.0,30.0,60.0,12.0,14.0,1.8,1.0,60.0,HEALTHY
RET-111037,ORD-522634,CUST-139804,SKU-TVS-1127,2025-01-01,2025-05-15,display lines appeared after 5 months,WARRANTY_FAILURE,WARRANTY,978.47,1,RETAIL_STORE,MAIL,True,18,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1,PixelCraft TV 227,PixelCraft,TVs,TVs Standard,MOD-2127,978.47,12,2023-06-18,3.96,White,0,Lightning,,Specific,SUP-100,Pouch,PixelCraft TV 227 - High Performance,Official PixelCraft TVs with Lightning support.,iOS and Android,"Charger, User Manual, Cable",24x10x5 cm,White,2024-05-31,0.34,True,False,0.42,True,True,False,True,True,2,True,False,True,4,Customer initiated return for WARRANTY_FAILURE,2025-06-03,INSP-15,False,FAILED,False,False,False,93,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-100131,ORD-579296,CUST-132308,SKU-TAB-1023,2025-04-08,2025-03-23,bent charging pin by forcing cable,LISTING_MISMATCH,STANDARD_RETURN,434.84,1,MARKETPLACE,LOCKER,False,16,PROCESSED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4,UltraLink Tablet 123,UltraLink,Tablets,Tablets Standard,MOD-2023,434.84,36,2023-08-28,3.3,Midnight Black,2000,3.5mm Jack,Android,Specific,SUP-100,Eco Carton,UltraLink Tablet 123 - High Performance,Official UltraLink Tablets with 3.5mm Jack support.,See Description,"Charger, User Manual, Cable",13x8x2 cm,Midnight Black,2024-02-18,1.0,False,True,0.9,True,True,True,True,True,0,False,False,True,0,Customer initiated return for CUSTOMER_DAMAGE,2025-04-11,INSP-14,True,PASSED,False,False,False,96,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage,2025-04-08,NORMAL,58.0,29.0,30.0,60.0,17.0,5.0,1.8,1.0,60.0,HEALTHY
RET-103657,ORD-521621,CUST-126706,SKU-GAM-1120,2025-04-13,2025-04-04,camera quality is not as advertised,LISTING_MISMATCH,WARRANTY,989.56,1,ONLINE,MAIL,True,9,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,UltraLink Gaming Accessorie 220,UltraLink,Gaming Accessories,Gaming Accessories Standard,MOD-2120,989.56,24,2023-02-25,1.25,Midnight Black,0,3.5mm Jack,,Specific,SUP-109,Reinforced Case,UltraLink Gaming Accessorie 220 - High Performance,Official UltraLink Gaming Accessories with 3.5mm Jack support.,See Description,"Charger, User Manual, Cable",27x11x5 cm,Midnight Black,2024-02-09,0.42,False,True,0.68,True,False,False,True,False,0,False,False,True,2,Customer initiated return for LISTING_MISMATCH,2025-04-16,INSP-20,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-04-13,NORMAL,30.0,25.0,30.0,60.0,17.0,18.0,0.7,1.0,60.0,HEALTHY
RET-111163,ORD-579503,CUST-117441,SKU-TVS-1037,2025-07-19,2025-06-20,dropped phone on tile floor screen cracked,CUSTOMER_DAMAGE,WARRANTY,67.24,1,MARKETPLACE,IN_STORE_DROP,True,29,APPROVED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4,NexusCore TV 137,NexusCore,TVs,TVs Standard,MOD-2037,67.24,24,2024-01-30,3.22,Space Gray,0,Lightning,,Specific,SUP-102,Eco Carton,NexusCore TV 137 - High Performance,Official NexusCore TVs with Lightning support.,iOS and Android,"Charger, User Manual, Cable",13x6x2 cm,Space Gray,2024-05-19,0.83,True,True,0.93,True,False,False,False,False,1,True,False,True,0,Customer initiated return for CUSTOMER_DAMAGE,2025-07-21,INSP-11,True,PASSED,False,False,False,97,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage,2025-07-19,NORMAL,31.0,27.0,30.0,60.0,15.0,8.0,0.6,1.0,60.0,HEALTHY
RET-100040,ORD-514202,CUST-134227,SKU-GAM-1060,2025-08-31,2025-08-29,t3st3d fin3 custom3r didn't lik3 color,NO_FAULT_FOUND,STANDARD_RETURN,1030.23,1,ONLINE,MAIL,False,2,PROCESSED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4,AeroTech Gaming Accessorie 160,AeroTech,Gaming Accessories,Gaming Accessories Standard,MOD-2060,1030.23,36,2023-09-02,4.72,Space Gray,0,USB-C,,Universal,SUP-112,Eco Carton,AeroTech Gaming Accessorie 160 - High Performance,Official AeroTech Gaming Accessories with USB-C support.,iOS and Android,"Charger, User Manual, Cable",22x7x4 cm,Space Gray,2024-02-02,0.85,True,True,0.95,True,False,False,True,False,2,False,False,True,7,Customer initiated return for NO_FAULT_FOUND,2025-09-03,INSP-19,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-08-31,NORMAL,47.0,30.0,30.0,60.0,18.0,16.0,0.6,1.0,60.0,HEALTHY
